-5.660000000000000142e+00, -4.089999999999999858e+00
-5.668178972035959440e+00, -4.045080467537607305e+00
-5.676207985096982434e+00, -3.999813937439613554e+00
-5.684087698417551238e+00, -3.954207308146061806e+00
-5.691818771232151519e+00, -3.908267478096994374e+00
-5.699401862775268057e+00, -3.862001345732452684e+00
-5.706837632281383854e+00, -3.815415809492480381e+00
-5.714126738984982801e+00, -3.768517767817119335e+00
-5.721269842120549676e+00, -3.721314119146410970e+00
-5.728267600922567482e+00, -3.673811761920398933e+00
-5.735120674625520998e+00, -3.626017594579125092e+00
-5.741829722463893226e+00, -3.577938515562631316e+00
-5.748395403672169834e+00, -3.529581423310959920e+00
-5.754818377484833825e+00, -3.480953216264154104e+00
-5.761099303136369976e+00, -3.432060792862255294e+00
-5.767238839861261290e+00, -3.382911051545306691e+00
-5.773237646893992547e+00, -3.333510890753349276e+00
-5.779096383469046749e+00, -3.283867208926426695e+00
-5.784815708820910451e+00, -3.233986904504580373e+00
-5.790396282184064880e+00, -3.183876875927853511e+00
-5.795838762792996590e+00, -3.133544021636287535e+00
-5.801143809882185920e+00, -3.082995240069925647e+00
-5.806312082686121201e+00, -3.032237429668808826e+00
-5.811344240439283659e+00, -2.981277488872981163e+00
-5.816240942376158074e+00, -2.930122316122484527e+00
-5.821002847731229224e+00, -2.878778809857359899e+00
-5.825630615738980111e+00, -2.827253868517650925e+00
-5.830124905633894627e+00, -2.775554390543399030e+00
-5.834486376650457551e+00, -2.723687274374646972e+00
-5.838715688023152772e+00, -2.671659418451437507e+00
-5.842813498986465071e+00, -2.619477721213812949e+00
-5.846780468774876560e+00, -2.567149081101814723e+00
-5.850617256622873796e+00, -2.514680396555485586e+00
-5.854324521764938005e+00, -2.462078566014868297e+00
-5.857902923435556630e+00, -2.409350487920005168e+00
-5.861353120869210009e+00, -2.356503060710937181e+00
-5.864675773300384698e+00, -2.303543182827708424e+00
-5.867871539963562810e+00, -2.250477752710360324e+00
-5.870941080093230902e+00, -2.197313668798935637e+00
-5.873885052923871086e+00, -2.144057829533474901e+00
-5.876704117689968143e+00, -2.090717133354023538e+00
-5.879398933626005963e+00, -2.037298478700621640e+00
-5.881970159966468437e+00, -1.983808764013312853e+00
-5.884418455945839455e+00, -1.930254887732138380e+00
-5.886744480798602908e+00, -1.876643748297140757e+00
-5.888948893759243575e+00, -1.822982244148362740e+00
-5.891032354062245346e+00, -1.769277273725846200e+00
-5.892995520942093002e+00, -1.715535735469633893e+00
-5.894839053633269543e+00, -1.661764527819768356e+00
-5.896563611370257973e+00, -1.607970549216290568e+00
-5.898169853387543959e+00, -1.554160698099244620e+00
-5.899658438919610504e+00, -1.500341872908671714e+00
-5.901030027200943273e+00, -1.446520972084614609e+00
-5.902285277466024382e+00, -1.392704894067115173e+00
-5.903424848949339498e+00, -1.338900537296216608e+00
-5.904449400885371624e+00, -1.285114800211960118e+00
-5.905359592508604649e+00, -1.231354581254388680e+00
-5.906156083053523353e+00, -1.177626778863544832e+00
-5.906839531754610739e+00, -1.123938291479470220e+00
-5.907410597846352474e+00, -1.070296017542207823e+00
-5.907869940563231559e+00, -1.016706855491799733e+00
-5.908218219139733662e+00, -9.631777037682882625e-01
-5.908456092810339122e+00, -9.097154608117151708e-01
-5.908584220809534493e+00, -8.563270250621233259e-01
-5.908603262371803666e+00, -8.030192949595555962e-01
-5.908513876731630532e+00, -7.497991689440536289e-01
-5.908316723123499870e+00, -6.966735454556599594e-01
-5.908012460781893793e+00, -6.436493229344166789e-01
-5.907601748941297970e+00, -5.907333998203663228e-01
-5.907085246836196291e+00, -5.379326745535502052e-01
-5.906463613701072646e+00, -4.852540455740125824e-01
-5.905737508770409150e+00, -4.327044113217946575e-01
-5.904907591278694134e+00, -3.802906702369384662e-01
-5.903974520460408826e+00, -3.280197207594872655e-01
-5.902938955550036226e+00, -2.758984613294828137e-01
-5.901801555782062003e+00, -2.239337903869675350e-01
-5.900562980390970047e+00, -1.721326063719835764e-01
-5.899223888611244249e+00, -1.205018077245729735e-01
-5.897784939677368499e+00, -6.904829288477842830e-02
-5.896246792823826688e+00, -1.777896029264269817e-02
-5.894610107285103595e+00, 3.329929161179212560e-02
-5.892875542295683111e+00, 8.417956438848439582e-02
-5.891043757090048238e+00, 1.348549595973908000e-01
-5.889115410902684644e+00, 1.853185787984695798e-01
-5.887091162968074443e+00, 2.355635235516782000e-01
-5.884971672520704189e+00, 2.855828954169746803e-01
-5.882757598795054221e+00, 3.353697959543165963e-01
-5.880449601025613759e+00, 3.849173267236619678e-01
-5.878048338446861365e+00, 4.342185892849672602e-01
-5.875554470293285370e+00, 4.832666851981911593e-01
-5.872968655799366111e+00, 5.320547160232905748e-01
-5.870291554199590145e+00, 5.805757833202238594e-01
-5.867523824728442250e+00, 6.288229886489495879e-01
-5.864666126620403652e+00, 6.767894335694234487e-01
-5.861719119109960907e+00, 7.244682196416040165e-01
-5.858683461431596129e+00, 7.718524484254489781e-01
-5.855559812819794985e+00, 8.189352214809160202e-01
-5.852348832509040477e+00, 8.657096403679638286e-01
-5.849051179733816497e+00, 9.121688066465478695e-01
-5.845667513728609599e+00, 9.583058218766271619e-01
-5.842198493727899233e+00, 1.004113787618159392e+00
-5.838644778966173732e+00, 1.049585805431101804e+00
-5.835007028677914320e+00, 1.094714976875412527e+00
-5.831285902097605778e+00, 1.139494403511048803e+00
-5.827482058459732883e+00, 1.183917186897969431e+00
-5.823596156998779527e+00, 1.227976428596130321e+00
-5.819628856949228712e+00, 1.271665230165490712e+00
-5.815580817545566106e+00, 1.314976693166007404e+00
-5.811452698022273822e+00, 1.357903919157638084e+00
-5.807245157613837527e+00, 1.400440009700341770e+00
-5.802958855554741113e+00, 1.442578066354073707e+00
-5.798594451079467582e+00, 1.484311190678793135e+00
-5.794152603422501713e+00, 1.525632484234457076e+00
-5.789633971818328284e+00, 1.566535048581024325e+00
-5.785039215501429410e+00, 1.607011985278451016e+00
-5.780368993706291647e+00, 1.647056395886696833e+00
-5.775623965667395332e+00, 1.686661381965717244e+00
-5.770804790619227909e+00, 1.725820045075471265e+00
-5.765912127796272379e+00, 1.764525486775915919e+00
-5.760946636433012635e+00, 1.802770808627009336e+00
-5.755908975763933455e+00, 1.840549112188708758e+00
-5.750799805023516953e+00, 1.877853499020972539e+00
-5.745619783446248796e+00, 1.914677070683757254e+00
-5.740369570266611987e+00, 1.951012928737024144e+00
-5.735049824719093081e+00, 1.986854174740725121e+00
-5.729661205854823969e+00, 2.022193910690377017e+00
-5.724203472672477311e+00, 2.057027376721998202e+00
-5.718673397257950874e+00, 2.091356908601471165e+00
-5.713067132899615430e+00, 2.125186312093501062e+00
-5.707380832885839972e+00, 2.158519392962789940e+00
-5.701610650504994382e+00, 2.191359956974040735e+00
-5.695752739045447655e+00, 2.223711809891957270e+00
-5.689803251795568784e+00, 2.255578757481243368e+00
-5.683758342043728540e+00, 2.286964605506601522e+00
-5.677614163078294141e+00, 2.317873159732735555e+00
-5.671366868187636356e+00, 2.348308225924349291e+00
-5.665012610660125070e+00, 2.378273609846145220e+00
-5.658547543784128386e+00, 2.407773117262828055e+00
-5.651967820848016189e+00, 2.436810553939099844e+00
-5.645269595140158359e+00, 2.465389725639663965e+00
-5.638449019948924779e+00, 2.493514438129224686e+00
-5.631502248562682666e+00, 2.521188497172484499e+00
-5.624425434269802793e+00, 2.548415708534147228e+00
-5.617214730358654151e+00, 2.575199877978916252e+00
-5.609866290117607512e+00, 2.601544811271495838e+00
-5.602376266835030982e+00, 2.627454314176586703e+00
-5.594740813799293555e+00, 2.652932192458894889e+00
-5.586956084298766001e+00, 2.677982251883122888e+00
-5.579018231621816426e+00, 2.702608298213974081e+00
-5.570923409056814712e+00, 2.726814137216151401e+00
-5.562667769892128966e+00, 2.750603574654358230e+00
-5.554247467416131734e+00, 2.773980416293299278e+00
-5.545658654917191122e+00, 2.796948467897675705e+00
-5.536897485683674347e+00, 2.819511535232192223e+00
-5.527960113003953069e+00, 2.841673424061552655e+00
-5.518842690166395393e+00, 2.863437940150459937e+00
-5.509541370459372089e+00, 2.884808889263616560e+00
-5.500052307171251265e+00, 2.905790077165727237e+00
-5.490371653590403689e+00, 2.926385309621494457e+00
-5.480495563005196580e+00, 2.946598392395621158e+00
-5.470420188704001596e+00, 2.966433131252811606e+00
-5.460141683975187732e+00, 2.985893331957769625e+00
-5.449656202107123093e+00, 3.004982800275197707e+00
-5.438959896388177562e+00, 3.023705341969798344e+00
-5.428048920106721020e+00, 3.042064762806277578e+00
-5.416919426551122463e+00, 3.060064868549336570e+00
-5.405567569009749995e+00, 3.077709464963679142e+00
-5.393989500770977052e+00, 3.095002357814008231e+00
-5.382181375123169964e+00, 3.111947352865028549e+00
-5.370139345354696836e+00, 3.128548255881442586e+00
-5.357859564753930215e+00, 3.144808872627953722e+00
-5.345338186609237319e+00, 3.160733008869265781e+00
-5.332571364208988918e+00, 3.176324470370081254e+00
-5.319555250841553118e+00, 3.191587062895104410e+00
-5.306285999795299801e+00, 3.206524592209038182e+00
-5.292759764358598851e+00, 3.221140864076585952e+00
-5.278972697819819260e+00, 3.235439684262451987e+00
-5.264920953467331799e+00, 3.249424858531337001e+00
-5.250600684589501910e+00, 3.263100192647947484e+00
-5.236008044474703915e+00, 3.276469492376985038e+00
-5.221139186411302369e+00, 3.289536563483153930e+00
-5.205990263687671593e+00, 3.302305211731156653e+00
-5.190557429592177030e+00, 3.314779242885697030e+00
-5.174836837413191226e+00, 3.326962462711478885e+00
-5.158824640439080511e+00, 3.338858676973205153e+00
-5.142516991958215655e+00, 3.350471691435578769e+00
-5.125910045258968317e+00, 3.361805311863303558e+00
-5.108999953629702162e+00, 3.372863344021082455e+00
-5.091782870358793289e+00, 3.383649593673619282e+00
-5.074254948734605364e+00, 3.394167866585617421e+00
-5.056412342045511821e+00, 3.404421968521779807e+00
-5.038251203579879878e+00, 3.414415705246811594e+00
-5.019767686626080305e+00, 3.424152882525413499e+00
-5.000957944472481209e+00, 3.433637306122291566e+00
-4.981818130407452472e+00, 3.442872781802146509e+00
-4.962344397719363975e+00, 3.451863115329682152e+00
-4.942532899696583826e+00, 3.460612112469603652e+00
-4.922379789627483682e+00, 3.469123578986612166e+00
-4.901881220800429872e+00, 3.477401320645413740e+00
-4.881033346503794057e+00, 3.485449143210709977e+00
